pid, time, age, native-country, fnlwgt, occupation, education-num, marital-status, capital-gain, education, capital-loss, hours-per-week, workclass, relationship, race, sex, income
15414, 15414, 49,United-States,159641,Exec-managerial,13,Divorced,0,Bachelors,625,40,Local-gov,Unmarried,White,Female,<=50K
15415, 15415, 21,United-States,159567,Machine-op-inspct,9,Never-married,0,HS-grad,0,50,Private,Not-in-family,White,Male,<=50K
15416, 15416, 52,United-States,196894,Handlers-cleaners,7,Separated,0,11th,0,40,Private,Unmarried,White,Male,<=50K
15417, 15417, 39,United-States,132879,Prof-specialty,13,Married-civ-spouse,0,Bachelors,1887,40,Local-gov,Husband,White,Male,>50K
15418, 15418, 23,United-States,190290,Prof-specialty,13,Never-married,0,Bachelors,0,40,Private,Own-child,White,Male,<=50K
15419, 15419, 54,United-States,102828,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,49,Private,Husband,White,Male,<=50K
15420, 15420, 31,United-States,128493,Other-service,9,Divorced,0,HS-grad,0,25,Private,Not-in-family,White,Female,<=50K
15421, 15421, 30,United-States,290677,Adm-clerical,14,Never-married,0,Masters,0,20,State-gov,Not-in-family,Black,Female,<=50K
15422, 15422, 21,United-States,283757,Sales,10,Never-married,0,Some-college,0,40,Private,Own-child,White,Male,<=50K
15423, 15423, 38,Philippines,169104,Protective-serv,13,Married-civ-spouse,0,Bachelors,0,40,Local-gov,Husband,Asian-Pac-Islander,Male,>50K
15424, 15424, 51,United-States,171409,Transport-moving,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,>50K
15425, 15425, 34,United-States,319165,Prof-specialty,16,Married-civ-spouse,0,Doctorate,0,50,Self-emp-not-inc,Husband,White,Male,>50K
15426, 15426, 22,United-States,203182,Exec-managerial,13,Never-married,0,Bachelors,0,30,Private,Unmarried,White,Female,<=50K
15427, 15427, 26,United-States,215384,Exec-managerial,13,Never-married,0,Bachelors,1974,55,Private,Not-in-family,White,Male,<=50K
15428, 15428, 26,United-States,166666,Other-service,10,Never-married,0,Some-college,0,35,Private,Not-in-family,White,Female,<=50K
15429, 15429, 41,United-States,156566,Craft-repair,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,>50K
15430, 15430, 35,United-States,140564,Sales,13,Married-civ-spouse,0,Bachelors,0,40,Private,Husband,White,Male,>50K
15431, 15431, 27,United-States,322208,Transport-moving,10,Never-married,0,Some-college,0,40,Local-gov,Own-child,White,Male,<=50K
15432, 15432, 65,United-States,420277,Protective-serv,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,<=50K
15433, 15433, 31,Mexico,123430,Farming-fishing,7,Married-civ-spouse,0,11th,0,65,Private,Husband,White,Male,<=50K
15434, 15434, 45,United-States,151584,Prof-specialty,15,Married-civ-spouse,0,Prof-school,0,35,Self-emp-inc,Husband,White,Male,>50K
15435, 15435, 37,United-States,348960,Transport-moving,12,Married-civ-spouse,0,Assoc-acdm,0,50,Self-emp-not-inc,Husband,White,Male,>50K
15436, 15436, 47,United-States,168232,Transport-moving,9,Married-civ-spouse,0,HS-grad,1887,45,Private,Husband,White,Male,>50K
15437, 15437, 47,United-States,201699,Exec-managerial,12,Married-civ-spouse,0,Assoc-acdm,0,50,Self-emp-inc,Husband,White,Male,>50K
15438, 15438, 33,United-States,511517,Prof-specialty,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
15439, 15439, 40,United-States,118001,Craft-repair,6,Married-civ-spouse,0,10th,0,40,Private,Husband,Black,Male,<=50K
15440, 15440, 38,Philippines,193961,Craft-repair,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,Asian-Pac-Islander,Male,>50K
15441, 15441, 21,United-States,32732,Sales,10,Never-married,0,Some-college,0,40,Private,Not-in-family,White,Male,<=50K
15442, 15442, 40,Mexico,223548,Adm-clerical,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
15443, 15443, 33,United-States,389932,Transport-moving,9,Divorced,0,HS-grad,0,55,Private,Not-in-family,Black,Male,<=50K
15444, 15444, 29,United-States,102345,Tech-support,10,Never-married,0,Some-college,0,52,Private,Not-in-family,White,Male,<=50K
15445, 15445, 41,United-States,107584,Transport-moving,10,Separated,0,Some-college,0,35,Private,Not-in-family,White,Male,<=50K
15446, 15446, 20,United-States,39478,Exec-managerial,10,Never-married,0,Some-college,0,54,State-gov,Own-child,White,Male,<=50K
15447, 15447, 34,United-States,276221,Farming-fishing,6,Married-civ-spouse,0,10th,0,40,Self-emp-not-inc,Husband,White,Male,<=50K
15448, 15448, 78,United-States,385242,Exec-managerial,13,Married-civ-spouse,9386,Bachelors,0,45,Self-emp-inc,Husband,White,Male,>50K
15449, 15449, 46,United-States,235646,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,>50K
15450, 15450, 40,United-States,123306,Prof-specialty,11,Married-civ-spouse,0,Assoc-voc,0,40,Private,Husband,White,Male,>50K
15451, 15451, 59,United-States,38573,Exec-managerial,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,>50K
15452, 15452, 23,United-States,216889,Handlers-cleaners,9,Never-married,0,HS-grad,0,40,Private,Not-in-family,White,Male,<=50K
15453, 15453, 23,United-States,386705,Adm-clerical,10,Never-married,0,Some-college,0,24,Private,Own-child,White,Male,<=50K
15454, 15454, 47,United-States,249585,Craft-repair,10,Married-civ-spouse,0,Some-college,0,30,Self-emp-not-inc,Husband,White,Male,<=50K
15455, 15455, 31,United-States,47276,Other-service,13,Married-civ-spouse,0,Bachelors,0,38,Local-gov,Husband,White,Male,>50K
15456, 15456, 42,United-States,162758,Handlers-cleaners,10,Married-civ-spouse,0,Some-college,0,56,Self-emp-not-inc,Husband,White,Male,>50K
15457, 15457, 46,United-States,146497,Prof-specialty,9,Divorced,0,HS-grad,0,40,Local-gov,Not-in-family,White,Female,<=50K
15458, 15458, 29,United-States,190765,Machine-op-inspct,9,Divorced,0,HS-grad,0,44,Private,Not-in-family,White,Male,<=50K
15459, 15459, 21,United-States,186314,Adm-clerical,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
15460, 15460, 55,United-States,213615,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,>50K
15461, 15461, 38,United-States,162322,Tech-support,11,Never-married,0,Assoc-voc,0,40,Private,Own-child,White,Female,<=50K
15462, 15462, 44,United-States,115932,Exec-managerial,14,Married-civ-spouse,0,Masters,0,40,State-gov,Husband,White,Male,<=50K
15463, 15463, 61,United-States,392694,Exec-managerial,10,Divorced,0,Some-college,0,50,Self-emp-not-inc,Not-in-family,White,Male,>50K
15464, 15464, 38,United-States,143517,Exec-managerial,13,Never-married,0,Bachelors,0,40,State-gov,Own-child,White,Male,<=50K
15465, 15465, 50,Italy,123429,Prof-specialty,13,Married-civ-spouse,0,Bachelors,0,45,Self-emp-inc,Husband,White,Male,>50K
15466, 15466, 53,United-States,254285,Prof-specialty,14,Married-civ-spouse,0,Masters,0,40,Private,Husband,White,Male,>50K
15467, 15467, 37,United-States,238311,Machine-op-inspct,9,Married-civ-spouse,0,HS-grad,0,36,Private,Husband,Black,Male,>50K
15468, 15468, 49,United-States,281647,Exec-managerial,14,Married-civ-spouse,0,Masters,0,45,Private,Husband,White,Male,>50K
15469, 15469, 30,United-States,75167,Machine-op-inspct,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,>50K
15470, 15470, 19,United-States,252862,Prof-specialty,11,Never-married,0,Assoc-voc,0,40,Private,Own-child,White,Female,<=50K
15471, 15471, 59,England,199240,Prof-specialty,9,Divorced,0,HS-grad,0,20,Self-emp-not-inc,Not-in-family,White,Male,<=50K
15472, 15472, 43,United-States,145762,Exec-managerial,13,Married-civ-spouse,0,Bachelors,0,40,Private,Husband,White,Male,<=50K
15473, 15473, 29,United-States,142443,Prof-specialty,13,Married-civ-spouse,0,Bachelors,0,60,Local-gov,Husband,White,Male,<=50K
15474, 15474, 49,United-States,99361,Prof-specialty,15,Married-civ-spouse,0,Prof-school,0,45,Private,Husband,White,Male,<=50K
15475, 15475, 36,United-States,105138,Transport-moving,9,Divorced,0,HS-grad,0,50,Private,Not-in-family,White,Male,<=50K
15476, 15476, 26,United-States,183171,Other-service,7,Never-married,1055,11th,0,32,Private,Own-child,Black,Male,<=50K
15477, 15477, 18,United-States,151866,Sales,10,Never-married,0,Some-college,0,20,Private,Not-in-family,White,Female,<=50K
15478, 15478, 60,United-States,297261,Sales,10,Widowed,0,Some-college,0,15,Private,Not-in-family,White,Female,<=50K
15479, 15479, 43,United-States,148998,Adm-clerical,9,Divorced,0,HS-grad,0,40,Private,Unmarried,White,Female,<=50K
15480, 15480, 42,United-States,143046,Other-service,9,Never-married,0,HS-grad,0,40,Private,Own-child,White,Female,<=50K
15481, 15481, 41,United-States,183850,Sales,9,Divorced,0,HS-grad,0,50,Private,Not-in-family,White,Male,<=50K
15482, 15482, 55,United-States,248841,Prof-specialty,14,Married-civ-spouse,0,Masters,1977,40,Self-emp-not-inc,Husband,White,Male,>50K
15483, 15483, 31,United-States,198452,Adm-clerical,13,Never-married,0,Bachelors,0,40,Private,Own-child,White,Female,<=50K
15484, 15484, 20,United-States,161092,Handlers-cleaners,10,Never-married,0,Some-college,0,40,Private,Own-child,White,Male,<=50K
15485, 15485, 37,United-States,112497,Exec-managerial,14,Married-civ-spouse,0,Masters,0,40,Private,Husband,White,Male,>50K
15486, 15486, 51,United-States,155963,Craft-repair,10,Married-civ-spouse,0,Some-college,0,55,Self-emp-not-inc,Husband,White,Male,<=50K
15487, 15487, 28,United-States,147560,Sales,10,Married-civ-spouse,0,Some-college,1902,55,Private,Husband,White,Male,>50K
15488, 15488, 24,United-States,376393,Sales,11,Never-married,0,Assoc-voc,0,40,Private,Not-in-family,White,Female,<=50K
15489, 15489, 21,United-States,151790,Adm-clerical,10,Never-married,0,Some-college,0,30,State-gov,Own-child,White,Female,<=50K
15490, 15490, 21,United-States,438139,Sales,9,Never-married,0,HS-grad,0,50,Private,Not-in-family,White,Male,<=50K
15491, 15491, 35,United-States,214896,Adm-clerical,9,Divorced,0,HS-grad,0,45,Private,Not-in-family,White,Female,<=50K
15492, 15492, 30,Mexico,102821,Craft-repair,10,Married-civ-spouse,0,Some-college,0,40,Private,Not-in-family,White,Male,<=50K
15493, 15493, 44,United-States,90021,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,30,Self-emp-not-inc,Husband,White,Male,<=50K
15494, 15494, 45,Japan,77085,Craft-repair,13,Married-civ-spouse,0,Bachelors,0,40,Private,Husband,Asian-Pac-Islander,Male,>50K
15495, 15495, 42,United-States,158555,Exec-managerial,6,Married-civ-spouse,0,10th,0,40,Private,Husband,White,Male,<=50K
15496, 15496, 32,United-States,462255,Exec-managerial,13,Divorced,0,Bachelors,0,40,Private,Not-in-family,White,Female,<=50K
15497, 15497, 33,United-States,144949,Handlers-cleaners,9,Never-married,0,HS-grad,0,40,Private,Not-in-family,White,Male,<=50K
15498, 15498, 27,United-States,116207,Craft-repair,5,Married-civ-spouse,0,9th,0,32,Private,Husband,White,Male,<=50K
15499, 15499, 17,United-States,187308,Other-service,6,Never-married,0,10th,0,15,Private,Own-child,White,Female,<=50K
15500, 15500, 45,United-States,189890,Adm-clerical,9,Never-married,0,HS-grad,0,40,Local-gov,Unmarried,White,Female,<=50K
15501, 15501, 41,United-States,185267,Prof-specialty,13,Married-civ-spouse,0,Bachelors,0,40,Private,Husband,White,Male,<=50K
15502, 15502, 19,United-States,63434,Machine-op-inspct,10,Never-married,0,Some-college,0,35,Private,Not-in-family,White,Female,<=50K
15503, 15503, 45,United-States,1366120,Other-service,11,Divorced,0,Assoc-voc,0,8,Private,Not-in-family,White,Female,<=50K
15504, 15504, 41,United-States,495061,Prof-specialty,16,Married-civ-spouse,99999,Doctorate,0,70,Self-emp-inc,Husband,White,Male,>50K
15505, 15505, 34,United-States,134886,Other-service,9,Married-civ-spouse,0,HS-grad,1740,35,Local-gov,Wife,White,Female,<=50K
15506, 15506, 33,United-States,129707,Adm-clerical,13,Never-married,0,Bachelors,0,60,Private,Not-in-family,White,Male,>50K
15507, 15507, 51,United-States,74784,Sales,13,Divorced,0,Bachelors,0,60,Private,Not-in-family,White,Female,<=50K
15508, 15508, 33,United-States,44392,Handlers-cleaners,9,Divorced,0,HS-grad,0,20,Private,Own-child,White,Male,<=50K
15509, 15509, 23,United-States,406641,Handlers-cleaners,10,Never-married,0,Some-college,0,18,Private,Other-relative,White,Female,<=50K
15510, 15510, 52,United-States,89041,Prof-specialty,13,Married-spouse-absent,0,Bachelors,0,30,Private,Not-in-family,White,Male,>50K
15511, 15511, 25,United-States,180212,Adm-clerical,9,Never-married,0,HS-grad,0,40,Private,Unmarried,Black,Female,<=50K
15512, 15512, 64,United-States,178472,Transport-moving,5,Separated,0,9th,0,45,Self-emp-not-inc,Not-in-family,White,Male,<=50K
15513, 15513, 42,United-States,384236,Prof-specialty,14,Married-civ-spouse,7688,Masters,0,40,Private,Husband,White,Male,>50K
15514, 15514, 29,United-States,168470,Transport-moving,9,Never-married,0,HS-grad,0,40,Private,Own-child,White,Male,<=50K
15515, 15515, 26,United-States,80485,Prof-specialty,13,Never-married,0,Bachelors,0,38,Local-gov,Not-in-family,White,Female,<=50K
15516, 15516, 24,Mexico,216867,Other-service,6,Never-married,0,10th,0,30,Private,Other-relative,White,Male,<=50K
15517, 15517, 43,United-States,214541,Exec-managerial,10,Married-civ-spouse,0,Some-college,0,40,Federal-gov,Husband,White,Male,>50K
15518, 15518, 38,United-States,383239,Craft-repair,6,Married-civ-spouse,3103,10th,0,40,Private,Husband,White,Male,>50K
15519, 15519, 28,United-States,70034,Sales,13,Married-civ-spouse,0,Bachelors,0,45,Private,Husband,White,Male,>50K
15520, 15520, 44,United-States,128485,Craft-repair,11,Married-civ-spouse,0,Assoc-voc,0,40,Private,Husband,Black,Male,<=50K
15521, 15521, 55,United-States,106740,Exec-managerial,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,>50K
15522, 15522, 52,United-States,167527,Other-service,7,Widowed,0,11th,0,40,Private,Unmarried,Black,Female,<=50K
15523, 15523, 31,United-States,19302,Prof-specialty,13,Married-civ-spouse,0,Bachelors,0,40,Private,Husband,White,Male,>50K
15524, 15524, 35,United-States,210150,Adm-clerical,9,Divorced,0,HS-grad,0,40,Private,Unmarried,White,Female,<=50K
15525, 15525, 39,United-States,179824,Machine-op-inspct,9,Never-married,0,HS-grad,0,36,Private,Unmarried,Black,Female,<=50K
15526, 15526, 27,United-States,420351,Transport-moving,9,Never-married,0,HS-grad,0,40,Private,Own-child,White,Male,<=50K
15527, 15527, 23,United-States,215443,Adm-clerical,10,Never-married,0,Some-college,0,15,State-gov,Not-in-family,White,Male,<=50K
15528, 15528, 26,United-States,116044,Craft-repair,7,Separated,2907,11th,0,50,Private,Other-relative,White,Male,<=50K
15529, 15529, 33,Cuba,215306,Other-service,11,Never-married,0,Assoc-voc,0,40,Private,Not-in-family,White,Male,<=50K
15530, 15530, 39,United-States,108069,Craft-repair,10,Never-married,0,Some-college,0,40,Private,Unmarried,White,Female,<=50K
15531, 15531, 44,United-States,260046,Transport-moving,9,Divorced,0,HS-grad,0,40,Private,Not-in-family,White,Male,<=50K
15532, 15532, 38,United-States,31053,Exec-managerial,9,Divorced,0,HS-grad,0,40,Private,Unmarried,White,Female,<=50K
15533, 15533, 18,United-States,362302,Other-service,8,Never-married,0,12th,0,15,Private,Own-child,White,Male,<=50K
15534, 15534, 54,United-States,87205,Other-service,9,Widowed,0,HS-grad,0,15,Private,Not-in-family,White,Female,<=50K
15535, 15535, 45,United-States,191703,Adm-clerical,9,Never-married,0,HS-grad,0,40,Private,Own-child,Black,Female,<=50K
15536, 15536, 43,India,242968,Exec-managerial,14,Married-civ-spouse,0,Masters,0,40,Private,Husband,Asian-Pac-Islander,Male,>50K
15537, 15537, 23,United-States,185575,Prof-specialty,13,Never-married,0,Bachelors,0,40,Local-gov,Own-child,White,Female,<=50K
15538, 15538, 37,United-States,177858,Exec-managerial,10,Never-married,2174,Some-college,0,40,Private,Not-in-family,White,Male,<=50K
15539, 15539, 33,United-States,73585,Craft-repair,7,Married-civ-spouse,0,11th,0,50,Self-emp-not-inc,Husband,White,Male,<=50K
15540, 15540, 45,United-States,301802,Transport-moving,13,Married-civ-spouse,0,Bachelors,0,50,Private,Husband,White,Male,>50K
15541, 15541, 32,United-States,108467,Exec-managerial,13,Never-married,0,Bachelors,0,55,Self-emp-inc,Not-in-family,White,Male,<=50K
15542, 15542, 47,United-States,431245,Craft-repair,4,Married-civ-spouse,0,7th-8th,0,40,Private,Husband,White,Male,<=50K
15543, 15543, 44,United-States,157217,Prof-specialty,12,Married-civ-spouse,0,Assoc-acdm,0,40,Private,Husband,White,Male,>50K
15544, 15544, 22,United-States,204935,Machine-op-inspct,9,Never-married,0,HS-grad,0,40,Private,Own-child,White,Male,<=50K
15545, 15545, 17,United-States,277112,Sales,7,Never-married,0,11th,0,30,Private,Own-child,White,Male,<=50K
15546, 15546, 64,United-States,59145,Exec-managerial,16,Married-civ-spouse,0,Doctorate,1902,60,Self-emp-inc,Husband,White,Male,>50K
15547, 15547, 30,United-States,159773,Protective-serv,13,Married-civ-spouse,0,Bachelors,0,45,Local-gov,Husband,White,Male,>50K
15548, 15548, 51,United-States,118793,Prof-specialty,13,Married-civ-spouse,0,Bachelors,0,70,Private,Husband,White,Male,>50K
15549, 15549, 26,United-States,152457,Protective-serv,9,Never-married,0,HS-grad,0,40,State-gov,Not-in-family,White,Male,<=50K
15550, 15550, 31,United-States,187901,Sales,10,Never-married,0,Some-college,1504,40,Private,Not-in-family,White,Female,<=50K
15551, 15551, 50,United-States,266529,Craft-repair,7,Married-civ-spouse,0,11th,0,40,Private,Husband,White,Male,<=50K
15552, 15552, 63,United-States,113756,Exec-managerial,9,Never-married,0,HS-grad,0,40,Private,Own-child,White,Female,<=50K
15553, 15553, 48,United-States,83444,Exec-managerial,11,Married-civ-spouse,0,Assoc-voc,0,43,Private,Husband,White,Male,>50K
15554, 15554, 37,United-States,30529,Sales,13,Married-civ-spouse,0,Bachelors,2415,50,Self-emp-inc,Husband,White,Male,>50K
15555, 15555, 29,United-States,198825,Exec-managerial,9,Never-married,0,HS-grad,0,38,Private,Not-in-family,White,Female,<=50K
15556, 15556, 69,United-States,71489,Prof-specialty,14,Married-civ-spouse,0,Masters,0,25,Private,Husband,White,Male,<=50K
15557, 15557, 56,United-States,111218,Transport-moving,9,Married-civ-spouse,0,HS-grad,0,60,Private,Husband,White,Male,<=50K
15558, 15558, 39,United-States,203482,Prof-specialty,14,Married-civ-spouse,7298,Masters,0,40,Local-gov,Husband,White,Male,>50K
15559, 15559, 42,United-States,352196,Other-service,9,Separated,0,HS-grad,0,22,Self-emp-not-inc,Not-in-family,White,Female,<=50K
15560, 15560, 41,United-States,355918,Tech-support,9,Married-civ-spouse,0,HS-grad,0,40,Federal-gov,Husband,White,Male,>50K
15561, 15561, 45,United-States,168262,Machine-op-inspct,9,Married-civ-spouse,0,HS-grad,1887,40,Private,Husband,White,Male,>50K
15562, 15562, 23,United-States,182615,Adm-clerical,10,Never-married,0,Some-college,0,40,Private,Own-child,White,Male,<=50K
15563, 15563, 29,United-States,211482,Prof-specialty,13,Never-married,0,Bachelors,0,50,Private,Not-in-family,White,Male,>50K
15564, 15564, 34,United-States,386370,Craft-repair,10,Married-civ-spouse,0,Some-college,0,50,Private,Husband,White,Male,<=50K
15565, 15565, 46,United-States,180010,Prof-specialty,13,Married-civ-spouse,0,Bachelors,0,40,Local-gov,Wife,White,Female,>50K
