pid, time, native-country, occupation, marital-status, education, hours-per-week, capital-loss, capital-gain, education-num, fnlwgt, age, workclass, relationship, race, sex, income
14884, 14884,United-States,Other-service,Married-spouse-absent,HS-grad,20,0,0,9,184242, 60,Private,Unmarried,White,Female,<=50K
14885, 14885,Cambodia,Machine-op-inspct,Never-married,HS-grad,40,0,0,9,149769, 28,Private,Not-in-family,Asian-Pac-Islander,Male,<=50K
14886, 14886,Mexico,Exec-managerial,Married-civ-spouse,HS-grad,40,0,0,9,124924, 44,Private,Husband,White,Male,<=50K
14887, 14887,United-States,Handlers-cleaners,Never-married,HS-grad,16,0,0,9,253003, 29,Private,Not-in-family,White,Male,<=50K
14888, 14888,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,250976, 57,State-gov,Husband,White,Male,<=50K
14889, 14889,United-States,Transport-moving,Divorced,Some-college,60,0,0,10,104196, 41,Private,Not-in-family,White,Male,<=50K
14890, 14890,United-States,Transport-moving,Married-civ-spouse,11th,60,0,0,7,250182, 34,Self-emp-not-inc,Husband,White,Male,<=50K
14891, 14891,United-States,Exec-managerial,Divorced,Some-college,42,0,0,10,188331, 44,Private,Unmarried,White,Female,<=50K
14892, 14892,United-States,Transport-moving,Divorced,Bachelors,40,0,0,13,187322, 44,Private,Not-in-family,White,Male,<=50K
14893, 14893,United-States,Handlers-cleaners,Married-civ-spouse,1st-4th,22,0,0,2,130714, 57,Private,Husband,White,Male,<=50K
14894, 14894,United-States,Prof-specialty,Never-married,Bachelors,30,0,0,13,40955, 37,Private,Not-in-family,White,Male,<=50K
14895, 14895,United-States,Prof-specialty,Married-civ-spouse,Bachelors,16,0,0,13,107125, 35,Private,Husband,White,Male,>50K
14896, 14896,United-States,Exec-managerial,Never-married,Some-college,45,0,0,10,133937, 27,Private,Not-in-family,White,Male,<=50K
14897, 14897,United-States,Adm-clerical,Married-civ-spouse,Some-college,40,0,3103,10,293485, 41,State-gov,Wife,White,Female,>50K
14898, 14898,United-States,Prof-specialty,Married-civ-spouse,Doctorate,60,0,0,16,143368, 37,Self-emp-not-inc,Husband,White,Male,<=50K
14899, 14899,United-States,Other-service,Never-married,Some-college,8,0,0,10,51789, 18,Private,Own-child,White,Male,<=50K
14900, 14900,United-States,Tech-support,Never-married,7th-8th,20,0,0,4,211049, 24,State-gov,Unmarried,White,Female,<=50K
14901, 14901,United-States,Adm-clerical,Married-civ-spouse,12th,40,0,0,8,81794, 53,Private,Wife,White,Female,<=50K
14902, 14902,United-States,Machine-op-inspct,Divorced,HS-grad,48,1980,0,9,139193, 40,Private,Not-in-family,White,Male,<=50K
14903, 14903,United-States,Machine-op-inspct,Divorced,Some-college,60,0,0,10,150999, 54,Private,Not-in-family,White,Male,<=50K
14904, 14904,United-States,Prof-specialty,Never-married,Some-college,40,0,0,10,332657, 22,Private,Not-in-family,White,Female,<=50K
14905, 14905,United-States,Adm-clerical,Married-spouse-absent,10th,30,0,0,6,240043, 44,Private,Unmarried,Black,Female,<=50K
14906, 14906,Iran,Exec-managerial,Divorced,Some-college,45,0,0,10,186188, 43,Private,Unmarried,White,Female,<=50K
14907, 14907,United-States,Prof-specialty,Married-civ-spouse,Bachelors,20,0,0,13,223400, 58,State-gov,Wife,White,Female,>50K
14908, 14908,United-States,Prof-specialty,Married-civ-spouse,Bachelors,45,0,0,13,102442, 59,Local-gov,Wife,White,Female,>50K
14909, 14909,United-States,Exec-managerial,Married-civ-spouse,Bachelors,45,0,0,13,236599, 31,Private,Husband,White,Male,>50K
14910, 14910,United-States,Machine-op-inspct,Never-married,HS-grad,40,0,0,9,283237, 35,Private,Own-child,White,Male,<=50K
14911, 14911,United-States,Sales,Never-married,10th,20,0,0,6,150106, 17,Private,Own-child,White,Female,<=50K
14912, 14912,United-States,Prof-specialty,Divorced,Some-college,32,0,0,10,102076, 45,Private,Unmarried,White,Female,<=50K
14913, 14913,United-States,Handlers-cleaners,Divorced,Some-college,40,0,0,10,374764, 40,Private,Not-in-family,White,Male,<=50K
14914, 14914,United-States,Handlers-cleaners,Married-civ-spouse,HS-grad,45,0,0,9,32528, 35,Private,Husband,White,Male,<=50K
14915, 14915,United-States,Tech-support,Never-married,Bachelors,45,0,0,13,50053, 25,Federal-gov,Not-in-family,White,Male,<=50K
14916, 14916,United-States,Handlers-cleaners,Divorced,HS-grad,40,0,0,9,212864, 58,Private,Not-in-family,White,Male,<=50K
14917, 14917,United-States,Handlers-cleaners,Divorced,Some-college,50,0,0,10,30673, 39,Private,Not-in-family,White,Male,>50K
14918, 14918,United-States,Exec-managerial,Married-civ-spouse,HS-grad,54,0,0,9,419554, 23,Private,Husband,White,Male,<=50K
14919, 14919,United-States,Prof-specialty,Never-married,Bachelors,40,0,0,13,177216, 32,State-gov,Not-in-family,White,Female,<=50K
14920, 14920,United-States,Transport-moving,Married-civ-spouse,Assoc-acdm,44,0,0,12,118158, 48,Private,Husband,White,Male,<=50K
14921, 14921,Germany,Handlers-cleaners,Married-civ-spouse,Bachelors,40,0,0,13,116391, 41,Private,Husband,White,Male,<=50K
14922, 14922,United-States,Prof-specialty,Married-civ-spouse,Bachelors,50,0,0,13,111895, 43,Private,Husband,White,Male,>50K
14923, 14923,United-States,Other-service,Never-married,Some-college,20,1721,0,10,193290, 18,Private,Own-child,White,Male,<=50K
14924, 14924,United-States,Armed-Forces,Never-married,Bachelors,40,0,0,13,287988, 24,Federal-gov,Not-in-family,White,Male,<=50K
14925, 14925,United-States,Adm-clerical,Married-civ-spouse,Some-college,32,0,0,10,147653, 58,Private,Wife,White,Female,<=50K
14926, 14926,United-States,Prof-specialty,Married-civ-spouse,Masters,40,0,0,14,117674, 54,Private,Husband,White,Male,>50K
14927, 14927,United-States,Craft-repair,Married-civ-spouse,7th-8th,40,0,0,4,187458, 60,Private,Husband,White,Male,<=50K
14928, 14928,United-States,Farming-fishing,Married-civ-spouse,Some-college,40,0,0,10,410351, 28,Private,Husband,White,Male,<=50K
14929, 14929,United-States,Transport-moving,Married-civ-spouse,HS-grad,40,0,0,9,207578, 41,Private,Husband,White,Male,>50K
14930, 14930,Jamaica,Adm-clerical,Divorced,Some-college,40,0,0,10,271243, 27,State-gov,Unmarried,Black,Male,<=50K
14931, 14931,United-States,Other-service,Divorced,Some-college,20,0,0,10,188798, 30,Private,Own-child,White,Female,<=50K
14932, 14932,Outlying-US(Guam-USVI-etc),Craft-repair,Divorced,Bachelors,35,0,0,13,168656, 63,Local-gov,Not-in-family,Black,Male,<=50K
14933, 14933,United-States,Sales,Never-married,HS-grad,50,0,3325,9,460408, 33,Private,Not-in-family,White,Male,<=50K
14934, 14934,United-States,Transport-moving,Married-civ-spouse,HS-grad,45,0,0,9,241885, 34,Private,Husband,White,Male,<=50K
14935, 14935,United-States,Protective-serv,Married-civ-spouse,HS-grad,40,0,0,9,194097, 51,Private,Husband,White,Male,<=50K
14936, 14936,United-States,Other-service,Never-married,10th,25,0,0,6,219137, 21,Private,Own-child,Black,Male,<=50K
14937, 14937,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,31621, 50,Private,Husband,White,Male,>50K
14938, 14938,United-States,Machine-op-inspct,Married-civ-spouse,HS-grad,40,0,0,9,207685, 43,Private,Husband,White,Male,<=50K
14939, 14939,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,2885,9,57052, 27,Private,Husband,White,Male,<=50K
14940, 14940,United-States,Adm-clerical,Never-married,HS-grad,40,0,0,9,109854, 19,Private,Own-child,White,Female,<=50K
14941, 14941,United-States,Other-service,Never-married,12th,6,0,0,8,53611, 17,Private,Own-child,White,Female,<=50K
14942, 14942,United-States,Transport-moving,Divorced,Assoc-acdm,40,0,0,12,344916, 47,Private,Not-in-family,Black,Male,<=50K
14943, 14943,United-States,Adm-clerical,Never-married,Bachelors,40,0,0,13,198813, 25,Local-gov,Other-relative,Black,Female,<=50K
14944, 14944,United-States,Other-service,Never-married,Masters,20,0,0,14,180733, 71,Private,Not-in-family,White,Female,<=50K
14945, 14945,United-States,Machine-op-inspct,Never-married,HS-grad,40,0,0,9,188073, 21,Private,Own-child,Black,Female,<=50K
14946, 14946,United-States,Machine-op-inspct,Married-civ-spouse,Assoc-acdm,40,0,0,12,174829, 48,Private,Husband,White,Male,<=50K
14947, 14947,United-States,Sales,Widowed,7th-8th,3,1602,0,4,142791, 57,Private,Other-relative,White,Female,<=50K
14948, 14948,United-States,Farming-fishing,Married-civ-spouse,Some-college,40,2415,0,10,43221, 58,Self-emp-not-inc,Husband,White,Male,>50K
14949, 14949,Columbia,Machine-op-inspct,Married-civ-spouse,HS-grad,20,0,0,9,188736, 34,Private,Other-relative,Other,Female,<=50K
14950, 14950,United-States,Prof-specialty,Never-married,Masters,40,0,0,14,112388, 40,Federal-gov,Not-in-family,White,Male,<=50K
14951, 14951,United-States,Other-service,Never-married,HS-grad,32,0,0,9,209641, 28,Private,Not-in-family,White,Male,<=50K
14952, 14952,Ecuador,Sales,Married-civ-spouse,Masters,40,0,0,14,313945, 42,Private,Husband,White,Male,<=50K
14953, 14953,United-States,Tech-support,Divorced,Assoc-voc,40,0,3325,11,152742, 41,Private,Not-in-family,White,Female,<=50K
14954, 14954,United-States,Adm-clerical,Never-married,HS-grad,35,0,0,9,153291, 28,Self-emp-inc,Own-child,White,Female,<=50K
14955, 14955,United-States,Machine-op-inspct,Divorced,10th,35,0,0,6,353432, 40,Private,Not-in-family,White,Female,<=50K
14956, 14956,United-States,Machine-op-inspct,Never-married,Some-college,30,0,0,10,96635, 23,Private,Own-child,Asian-Pac-Islander,Male,<=50K
14957, 14957,United-States,Sales,Never-married,Masters,50,0,0,14,150057, 39,Private,Not-in-family,White,Male,>50K
14958, 14958,United-States,Sales,Never-married,Bachelors,50,1876,0,13,114844, 39,Private,Not-in-family,White,Male,<=50K
14959, 14959,United-States,Handlers-cleaners,Never-married,HS-grad,40,0,0,9,132847, 45,Private,Not-in-family,White,Female,<=50K
14960, 14960,United-States,Sales,Divorced,Some-college,40,0,0,10,93705, 50,Self-emp-not-inc,Not-in-family,White,Female,<=50K
14961, 14961,United-States,Adm-clerical,Married-civ-spouse,HS-grad,40,0,0,9,309350, 33,Private,Husband,White,Male,<=50K
14962, 14962,United-States,Machine-op-inspct,Married-civ-spouse,11th,40,0,0,7,123084, 34,Private,Own-child,White,Female,<=50K
14963, 14963,United-States,Transport-moving,Married-civ-spouse,HS-grad,32,0,0,9,174662, 55,Private,Husband,White,Male,<=50K
14964, 14964,United-States,Adm-clerical,Widowed,HS-grad,40,0,0,9,177295, 62,Federal-gov,Unmarried,White,Female,<=50K
14965, 14965,United-States,Sales,Married-civ-spouse,Bachelors,40,0,0,13,211880, 31,Private,Husband,White,Male,<=50K
14966, 14966,United-States,Craft-repair,Married-civ-spouse,9th,40,0,0,5,454915, 35,Self-emp-not-inc,Husband,White,Male,<=50K
14967, 14967,United-States,Craft-repair,Separated,HS-grad,40,0,0,9,232475, 30,Private,Not-in-family,White,Male,<=50K
14968, 14968,United-States,Sales,Married-civ-spouse,Some-college,50,0,0,10,244605, 57,Self-emp-inc,Husband,White,Male,>50K
14969, 14969,United-States,Exec-managerial,Married-civ-spouse,HS-grad,55,1887,0,9,150876, 50,Private,Husband,Black,Male,>50K
14970, 14970,United-States,Transport-moving,Married-civ-spouse,HS-grad,50,0,0,9,257337, 51,Private,Husband,White,Male,<=50K
14971, 14971,United-States,Sales,Married-civ-spouse,HS-grad,45,0,4386,9,329144, 47,Private,Husband,White,Male,>50K
14972, 14972,United-States,Prof-specialty,Never-married,Bachelors,45,0,0,13,116960, 37,Private,Not-in-family,White,Male,>50K
14973, 14973,Mexico,Transport-moving,Married-civ-spouse,7th-8th,40,0,0,4,267663, 58,Private,Husband,White,Male,<=50K
14974, 14974,United-States,Exec-managerial,Divorced,Bachelors,50,0,0,13,47871, 39,Private,Unmarried,White,Female,>50K
14975, 14975,England,Machine-op-inspct,Never-married,Some-college,40,0,0,10,295922, 34,Private,Not-in-family,White,Male,>50K
14976, 14976,United-States,Adm-clerical,Separated,HS-grad,38,0,0,9,175625, 45,Private,Unmarried,White,Female,<=50K
14977, 14977,United-States,Prof-specialty,Married-civ-spouse,Bachelors,40,0,99999,13,190179, 42,Private,Husband,White,Male,>50K
14978, 14978,United-States,Tech-support,Divorced,Assoc-voc,40,0,3325,11,168071, 40,Private,Not-in-family,White,Male,<=50K
14979, 14979,United-States,Prof-specialty,Married-civ-spouse,Prof-school,50,1977,0,15,202027, 39,Self-emp-not-inc,Husband,White,Male,>50K
14980, 14980,United-States,Prof-specialty,Married-civ-spouse,Masters,40,0,0,14,202662, 36,Private,Husband,White,Male,>50K
14981, 14981,United-States,Adm-clerical,Divorced,HS-grad,35,0,0,9,101436, 56,Private,Other-relative,Amer-Indian-Eskimo,Female,<=50K
14982, 14982,United-States,Handlers-cleaners,Married-civ-spouse,Some-college,40,0,0,10,360743, 37,Private,Husband,Black,Male,>50K
14983, 14983,United-States,Other-service,Married-civ-spouse,HS-grad,40,0,0,9,93272, 60,Local-gov,Husband,White,Male,<=50K
14984, 14984,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,145574, 56,Private,Husband,White,Male,>50K
14985, 14985,United-States,Exec-managerial,Married-civ-spouse,7th-8th,47,0,3908,4,101722, 51,Private,Husband,Amer-Indian-Eskimo,Male,<=50K
14986, 14986,United-States,Prof-specialty,Never-married,Bachelors,36,0,0,13,135785, 34,Private,Not-in-family,White,Female,<=50K
14987, 14987,United-States,Farming-fishing,Never-married,HS-grad,30,0,0,9,127709, 19,Private,Own-child,Black,Male,<=50K
14988, 14988,United-States,Exec-managerial,Never-married,HS-grad,40,0,0,9,448337, 37,Federal-gov,Unmarried,Black,Female,<=50K
14989, 14989,United-States,Exec-managerial,Married-civ-spouse,Bachelors,40,0,0,13,310320, 58,Private,Husband,White,Male,>50K
14990, 14990,United-States,Adm-clerical,Never-married,11th,35,0,0,7,251521, 33,Private,Not-in-family,White,Female,<=50K
14991, 14991,United-States,Exec-managerial,Never-married,Bachelors,40,0,0,13,255503, 39,Private,Not-in-family,White,Male,>50K
14992, 14992,United-States,Adm-clerical,Never-married,HS-grad,40,0,4865,9,116608, 36,Private,Not-in-family,White,Female,<=50K
14993, 14993,Philippines,Prof-specialty,Never-married,Bachelors,40,0,0,13,71009, 26,Private,Not-in-family,Asian-Pac-Islander,Female,<=50K
14994, 14994,United-States,Tech-support,Never-married,Assoc-voc,36,0,0,11,174975, 22,Private,Own-child,White,Female,<=50K
14995, 14995,United-States,Adm-clerical,Never-married,Masters,40,0,0,14,108023, 32,Private,Not-in-family,White,Male,<=50K
14996, 14996,United-States,Sales,Never-married,11th,15,0,0,7,204018, 17,Private,Unmarried,White,Male,<=50K
14997, 14997,United-States,Other-service,Widowed,7th-8th,20,0,0,4,121846, 68,Private,Unmarried,Amer-Indian-Eskimo,Female,<=50K
14998, 14998,United-States,Sales,Married-civ-spouse,HS-grad,40,0,3432,9,278139, 70,Private,Husband,White,Male,<=50K
14999, 14999,United-States,Farming-fishing,Never-married,HS-grad,40,0,0,9,114691, 30,Private,Own-child,White,Male,<=50K
15000, 15000,Japan,Adm-clerical,Never-married,Some-college,15,0,0,10,536725, 19,State-gov,Other-relative,White,Female,<=50K
15001, 15001,United-States,Prof-specialty,Married-civ-spouse,HS-grad,40,0,0,9,94432, 51,Private,Husband,White,Male,<=50K
15002, 15002,Nicaragua,Adm-clerical,Never-married,Some-college,30,0,0,10,286002, 19,Private,Other-relative,White,Male,<=50K
15003, 15003,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,101684, 47,Private,Husband,White,Male,<=50K
15004, 15004,United-States,Prof-specialty,Married-civ-spouse,Bachelors,55,0,7688,13,352834, 41,Private,Husband,White,Male,>50K
15005, 15005,United-States,Machine-op-inspct,Married-civ-spouse,Some-college,40,1887,0,10,99146, 36,Private,Husband,White,Male,>50K
15006, 15006,United-States,Craft-repair,Married-civ-spouse,Some-college,40,0,0,10,231413, 30,Private,Husband,White,Male,>50K
15007, 15007,United-States,Machine-op-inspct,Married-civ-spouse,HS-grad,45,0,0,9,158846, 26,Private,Husband,White,Male,<=50K
15008, 15008,United-States,Prof-specialty,Divorced,Bachelors,20,0,0,13,190786, 41,Local-gov,Not-in-family,White,Male,<=50K
15009, 15009,United-States,Adm-clerical,Married-civ-spouse,Some-college,45,0,0,10,306513, 25,Private,Husband,White,Male,<=50K
15010, 15010,United-States,Other-service,Married-civ-spouse,9th,40,0,0,5,152148, 62,Private,Husband,White,Male,<=50K
15011, 15011,United-States,Prof-specialty,Never-married,Masters,40,0,0,14,309580, 23,Private,Not-in-family,White,Male,<=50K
15012, 15012,United-States,Sales,Never-married,HS-grad,40,0,6849,9,194897, 25,Private,Own-child,Amer-Indian-Eskimo,Male,<=50K
15013, 15013,United-States,Sales,Never-married,Bachelors,45,0,0,13,130078, 30,Private,Not-in-family,White,Female,<=50K
15014, 15014,United-States,Handlers-cleaners,Never-married,HS-grad,40,0,0,9,39986, 48,Private,Not-in-family,White,Male,<=50K
15015, 15015,Mexico,Other-service,Never-married,HS-grad,40,0,0,9,379198, 20,Private,Other-relative,Other,Male,<=50K
15016, 15016,United-States,Exec-managerial,Married-civ-spouse,Some-college,15,0,0,10,189762, 51,Private,Wife,White,Female,>50K
15017, 15017,United-States,Handlers-cleaners,Never-married,Some-college,10,0,0,10,178147, 19,Private,Own-child,White,Male,<=50K
15018, 15018,United-States,Machine-op-inspct,Never-married,HS-grad,40,0,0,9,332379, 31,Private,Not-in-family,White,Male,<=50K
15019, 15019,United-States,Exec-managerial,Married-civ-spouse,Bachelors,50,0,7298,13,175759, 36,Private,Husband,White,Male,>50K
15020, 15020,United-States,Sales,Never-married,HS-grad,40,0,0,9,275446, 40,Private,Own-child,Black,Male,<=50K
15021, 15021,United-States,Farming-fishing,Never-married,11th,40,0,0,7,278522, 30,Self-emp-not-inc,Own-child,Black,Male,<=50K
15022, 15022,United-States,Craft-repair,Never-married,Some-college,40,1590,0,10,54683, 28,Self-emp-not-inc,Not-in-family,White,Male,<=50K
15023, 15023,United-States,Craft-repair,Married-civ-spouse,9th,40,0,0,5,136107, 57,Private,Husband,Black,Male,>50K
15024, 15024,United-States,Sales,Never-married,11th,15,0,0,7,205894, 18,Private,Own-child,White,Male,<=50K
15025, 15025,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,210736, 54,Private,Husband,White,Male,>50K
15026, 15026,United-States,Machine-op-inspct,Married-civ-spouse,HS-grad,40,0,0,9,166634, 32,Private,Husband,Black,Male,<=50K
15027, 15027,United-States,Prof-specialty,Never-married,Masters,40,0,0,14,185283, 52,Private,Not-in-family,White,Male,<=50K
15028, 15028,United-States,Machine-op-inspct,Separated,HS-grad,40,0,0,9,180553, 27,Private,Unmarried,White,Female,<=50K
15029, 15029,United-States,Other-service,Never-married,Some-college,20,0,0,10,145005, 18,Private,Own-child,White,Male,<=50K
15030, 15030,United-States,Craft-repair,Never-married,HS-grad,35,0,0,9,184655, 37,Self-emp-not-inc,Not-in-family,White,Male,<=50K
15031, 15031,United-States,Machine-op-inspct,Married-civ-spouse,HS-grad,40,0,0,9,358554, 52,Private,Husband,Black,Male,>50K
15032, 15032,United-States,Other-service,Never-married,9th,50,0,0,5,307423, 59,Private,Not-in-family,Black,Male,<=50K
15033, 15033,United-States,Machine-op-inspct,Never-married,Assoc-voc,40,0,0,11,472070, 27,Private,Not-in-family,White,Male,<=50K
15034, 15034,United-States,Machine-op-inspct,Married-civ-spouse,HS-grad,40,0,0,9,115562, 43,Federal-gov,Husband,White,Male,<=50K
